candidate,party,criminal_cases,education,age,total_assets,total_assets_rs,liabilities,liabilities_rs,2026_constituency,2026_district,is_winner,myneta_url,self_profession,spouse_profession,education_details,criminal_cases_details,election_expenditure,pan_given,serious_ipc_counts,movable_assets_rs,immovable_assets_rs
C .Selvakumar,Tamizhaga Vaazhvurimai Katchi,0,8th Pass,39,"Rs 52,13,000 ~ 52 Lacs+",5213000,"Rs 7,75,000 ~ 7 Lacs+",775000,OTTAPIDARAM (SC),THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3208,Fisher Man,Business,Category: 8th Pass 9th Standard from Muthukaruppan Harijan Higher Secondary School in 2003,,,Y,0,4213000,1000000
C. Aruna Devi,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi,0,Graduate Professional,40,"Rs 1,07,29,974 ~ 1 Crore+",10729974,"Rs 25,03,436 ~ 25 Lacs+",2503436,OTTAPIDARAM (SC),THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=412,Lawyer,Lawyer,"Category: Graduate Professional B.Litt., From Alagappa University in 2021, B.A.,L.L.B., - Thulasi Law College (Womens) /Tamilnadu Dr.Ambedkar University/2025",,,Y,0,5529974,5200000
G .Murugan,IND,0,12th Pass,59,"Rs 75,62,700 ~ 75 Lacs+",7562700,,1952000,OTTAPIDARAM (SC),THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3211,Retirement and Agriculture,Homemaker,Category: 12th Pass 12th Class from Kayalpattinam Arumuganeri Higher Secondary School in 1984-1985,,,Y,0,4862700,2700000
M .Lakshmanan,IND,0,Post Graduate,41,"Rs 18,05,000 ~ 18 Lacs+",1805000,"Rs 10,00,000 ~ 10 Lacs+",1000000,OTTAPIDARAM (SC),THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3212,Construction Work,Domestic Work,"Category: Post Graduate MA from Nazarteh Markasius College of Arts and Science in 2018, M.Ed from Dr. Sivanthi Adithanar College of Tiruchendur in 2019",,,Y,0,1805000,0
M. Ananth,IND,0,Others,35,"Rs 26,31,000 ~ 26 Lacs+",2631000,"Rs 12,80,000 ~ 12 Lacs+",1280000,OTTAPIDARAM (SC),THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=410,Contractror,House wife,"Category: Others Diploma in Fire and Safety Engineeering, NIFE, Thoothukudi in 2014 , 10th grade from Caidwell Higher Secondary School, Thoothukudi in 2009,",,,Y,0,631000,2000000
M. Anusiya,Naam Tamilar Katchi,0,Post Graduate,31,"Rs 60,34,764 ~ 60 Lacs+",6034764,,0,OTTAPIDARAM (SC),THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=112,House wife,Private Job,"Category: Post Graduate M.Com., M.S Study Center, Manonmaniam Sundaranar University, 2018. B.Ed., Muthukaruppan Memorial College of Education, Sillakulam, Tamil Nadu Teacher Education University, 2024",,,Y,0,5934764,100000
P.M.Ramajeyam,DMK,0,Graduate,43,"Rs 2,39,81,547 ~ 2 Crore+",23981547,"Rs 26,23,762 ~ 26 Lacs+",2623762,OTTAPIDARAM (SC),THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1047,Contractor,Self Employed,"Category: Graduate BSc From Adithanar College of Arts and Science, Tiruchendur 2003",,,Y,0,14321547,9660000
R Sundararaj,Amma Makkal Munnettra Kazagam,1,Others,59,"Rs 8,64,58,920 ~ 8 Crore+",86458920,,23871098,OTTAPIDARAM (SC),THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1046,Business,Retired Assistant Teacher,Category: Others,charges related to Punishment for criminal trespass (IPC Section-447); charges related to Punishment for voluntarily causing hurt (IPC Section-323); charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427),,Y,0,49288160,37170760
S .Muthuselvam,IND,0,8th Pass,26,"Rs 14,000 ~ 14 Thou+",14000,Rs 0 ~,0,OTTAPIDARAM (SC),THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3210,Business,Not Married,"Category: 8th Pass 8th Standard from Sri Saravana Iyer Primary School, Tiruchendur in 2016",,,Y,0,14000,0
Subbulakshmi. S,Naam Indiar Party,0,12th Pass,46,"Rs 2,85,753 ~ 2 Lacs+",285753,Rs 0 ~,0,OTTAPIDARAM (SC),THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3207,Daily Wage,Driver,"Category: 12th Pass 12th Class from Yovasnana Higher Secondary School, Puthiyathur, Thoothukudi-628402",,,Y,0,285753,0
Vedaprakash. A,IND,0,Graduate,67,"Rs 1,34,00,000 ~ 1 Crore+",13400000,,150000,OTTAPIDARAM (SC),THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=411,"Rtd., National Insurance Company",NIL,Category: Graduate BA in (History) from Madurai Kamaraj University in 2015,,,Y,0,1400000,12000000
Karunanithi.K,DMK,2,8th Pass,51,"Rs 1,74,61,450 ~ 1 Crore+",17461450,"Rs 16,11,383 ~ 16 Lacs+",1611383,KOVILPATTI,THOOTHUKUDI,1,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1178,Social Service,House Wife(Tailoring),"Category: 8th Pass 8th standard pass - Govt Higher Secondary School , Kalugumalai- 1989",charges related to Being member of an unlawful assembly. (BNS Section-189(2)); charges related to Disobedience to order duly promulgated by public servant (BNS Section-223); charges related to Committing public nuisance in cases not otherwise provided for. (BNS Section-292),,Y,0,9734830,7726620
Arumugavel.T,Naam Indiar Party,0,5th Pass,38,"Rs 45,39,000 ~ 45 Lacs+",4539000,"Rs 37,00,000 ~ 37 Lacs+",3700000,KOVILPATTI,THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=811,Painter,House wife,"Category: 5th Pass 5th Standard 1997, R C Pethania Primary School Thoothukudi 1997",,,Y,0,1689000,2850000
Athikumar Kudumbar.B,IND,0,10th Pass,49,"Rs 22,48,000 ~ 22 Lacs+",2248000,Rs 0 ~,0,KOVILPATTI,THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3579,Private Work,Died,"Category: 10th Pass S.S.L.C From SRN Government HSS, Thiruthangal in 1990 - 91",,,Y,0,248000,2000000
Balasubramanian.S,Tamilaga Vettri Kazhagam,0,Others,41,"Rs 4,07,26,801 ~ 4 Crore+",40726801,,7514000,KOVILPATTI,THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3578,"Export and Import Beeyem Logistics - Partner, Export and Import Beeyemaar Logistics - Partner",Lorry Transport - Owner,"Category: Others Government Vocational Training Centre Machinist From Government Industrial Technical Institute, Thoothukudi in 2002, 10 th standard Tamil Nadu Government Syllabus From CALDWELL H.S.S, Thoothukudi in 1999",,,Y,0,19805801,20921000
Chinna Maharaja.K,IND,1,Literate,40,"Rs 72,19,912 ~ 72 Lacs+",7219912,"Rs 27,35,410 ~ 27 Lacs+",2735410,KOVILPATTI,THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3582,Astrology and Varmagla Doctor,House Wife,"Category: Literate 1st Class From Shankar HSS, Thalaiyuthu in 2005","charges related to Abetting mutiny, or attempting to seduce a soldier, sailor or airman from his duty (IPC Section-131)",,Y,1,2219912,5000000
Gunasekaran.P,IND,0,Illiterate,64,Nil,0,Rs 0 ~,0,KOVILPATTI,THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3580,Wage Work,NA,Category: Illiterate Illiterate,,,N,0,0,0
Gurusamy.K,IND,0,Graduate,50,"Rs 1,20,808 ~ 1 Lacs+",120808,,0,KOVILPATTI,THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3581,Daily Wage,House Wife,"Category: Graduate B.Com From Manonmaniam Sundaranar University, Tirunelveli in 1977",,,Y,0,120808,0
Hari Balakrishnan.G,Puthiya Makkal Tamil Desam Katchi,0,8th Pass,28,"Rs 5,56,500 ~ 5 Lacs+",556500,Rs 0 ~,0,KOVILPATTI,THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=809,Driver,Housewife,"Category: 8th Pass 9th Standard AV Higher secondary School, Thoothukudi District 2011",,,Y,0,556500,0
Kadambur Raju.C,AIADMK,1,Others,66,"Rs 4,87,23,049 ~ 4 Crore+",48723049,"Rs 1,81,28,207 ~ 1 Crore+",18128207,KOVILPATTI,THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=734,MLA,LIC Agent and Petrol Pump Owner.,"Category: Others D.TEd. From St.Stanislaus Teachers Training Institutes Sattur-1979, PUC From Venkata Swamy College, Kovilpatti-1976",charges related to Punishment for house-trespass (IPC Section-448); charges related to Resistance to the taking of property by the lawful authority of a public servant (IPC Section-183); charges related to Obstructing public servant in discharge of public functions (IPC Section-186); charges related to Threat of injury to public servant (IPC Section-189),,Y,0,21908049,26815000
Kannan.S,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,0,10th Pass,48,"Rs 4,64,23,500 ~ 4 Crore+",46423500,,500000,KOVILPATTI,THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3577,Self Employed,House Wife,Category: 10th Pass SSLC From St James High School Suranam Sivagangai District In 1993,,,Y,0,1073500,45350000
Muneeswaran.R,IND,0,10th Pass,27,"Rs 5,56,500 ~ 5 Lacs+",556500,"Rs 1,47,207 ~ 1 Lacs+",147207,KOVILPATTI,THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3589,Driver,NA,"Category: 10th Pass S.S.L.C From V.O.C Government Boys HSS, Kovilpatti in 2014- 2015",,,Y,0,556500,0
Pandi.P,Naam Tamilar Katchi,0,Graduate Professional,35,"Rs 88,52,000 ~ 88 Lacs+",8852000,,1100000,KOVILPATTI,THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=71,Advocate,House Wife,"Category: Graduate Professional B.A., L.L.B - Government Law College, Ramanathapuram - 2017-2022",,,Y,0,6702000,2150000
Pandimuneeswari.K,IND,0,12th Pass,38,"Rs 11,97,000 ~ 11 Lacs+",1197000,Rs 0 ~,0,KOVILPATTI,THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3586,House Wife,Advocate,"Category: 12th Pass 12th From Government Menilaipalli School, Chinnakamanpatti, Sattur Taluka Virudhnagar District 2005",,,Y,0,597000,600000
Paramasivan.S,IND,1,Post Graduate,64,"Rs 91,50,000 ~ 91 Lacs+",9150000,Rs 0 ~,0,KOVILPATTI,THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3584,Agriculture,Deceased,"Category: Post Graduate M.Com From Sadakathulla Appa College, Tirunelveli in 1984, LLB From Mansarovar Golbal University, Bhopal, Madhya Pradesh in 2023, B.Com VUC College Thoothukudi Madurai Kamaraj University in 1979",charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420); charges related to Forgery for purpose of cheating (IPC Section-468); charges related to Making a false document (IPC Section-464); charges related to Punishment for forgery (IPC Section-465); charges related to Using as genuine a forged document or electronic record (IPC Section-471),,Y,2,1150000,8000000
Ponnusamy.M,IND,0,10th Pass,59,"Rs 10,05,057 ~ 10 Lacs+",1005057,,0,KOVILPATTI,THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3588,Wages Work,Wages Work,"Category: 10th Pass 10th From Nadar Higher Secondary School, Kovilpatti Year 1983",,,Y,0,102869,902188
Poundurai.K,IND,0,Graduate,31,"Rs 33,14,560 ~ 33 Lacs+",3314560,"Rs 20,190 ~ 20 Thou+",20190,KOVILPATTI,THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3585,Driver,NA,Category: Graduate B.A (Political Science) From Tirchy Bharathidasan University (Centre for Distance Education) in 2025,,,Y,0,2314560,1000000
Premkumar.K,IND,1,Post Graduate,55,"Rs 2,27,82,000 ~ 2 Crore+",22782000,Rs 0 ~,0,KOVILPATTI,THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3587,Agriculture,NA,"Category: Post Graduate M.A. From M.S University Tirunelveli in 1993 & B.Sc From SRNM College, Madurai Kamaraj University in 1990",charges related to Danger or obstruction in public way or line of navigation (IPC Section-283); charges related to Punishment for wrongful restraint (IPC Section-341),,Y,0,2282000,20500000
Ramachandran.R,BSP,0,8th Pass,65,"Rs 44,68,547 ~ 44 Lacs+",4468547,,802000,KOVILPATTI,THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=808,Agriculture Wages,NIL,Category: 8th Pass 8th Standard R C Midlle School Kovilpatti 1974,,,Y,0,2268547,2200000
Renganayagalu.S,IND,0,Graduate Professional,47,"Rs 5,82,000 ~ 5 Lacs+",582000,Rs 0 ~,0,KOVILPATTI,THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3590,Lawyer and Agriculture,House Wife,"Category: Graduate Professional B.A., B.L., From Tamilnadu Dr. Ambedkar Law University, in 2005",,,N,0,382000,200000
Saravanan.S,Thamizh Perarasu Katchi,1,Post Graduate,38,"Rs 2,56,29,680 ~ 2 Crore+",25629680,"Rs 8,85,000 ~ 8 Lacs+",885000,KOVILPATTI,THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=810,Lawyer,House wife & Agriculture,"Category: Post Graduate MBA International School of business & Research ISBR Bangalore 2010, B.L., Govt Law College Tirunelveli 2016",charges related to Defines Criminal trespass and house-trespass (BNS Section-329); charges related to Punishment for Criminal trespass. (BNS Section-329(3)),,Y,0,10629680,15000000
Sekar.C,IND,7,10th Pass,53,"Rs 16,69,053 ~ 16 Lacs+",1669053,,825000,KOVILPATTI,THOOTHUKUDI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3583,Construction Work,Home Maintenance,"Category: 10th Pass S.S.L.C From Government HSS, Kalagumalai",charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324); charges related to Punishment for wrongful restraint (IPC Section-341); charges related to Obstructing public servant in discharge of public functions (IPC Section-186); charges related to Threat of injury to public servant (IPC Section-189); charges related to Continuance of nuisance after injunction to discontinue (IPC Section-291); charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353); charges related to Punishment for voluntarily causing hurt (IPC Section-323),,Y,1,1450000,219053
R. Kathiravan,Tamilaga Vettri Kazhagam,4,Graduate Professional,33,"Rs 2,22,19,566 ~ 2 Crore+",22219566,,7677972,MANAPPARAI,TIRUCHIRAPPALLI,1,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=829,Social service and sales profession,Sales profession,"Category: Graduate Professional B.E. From Mechanical Engineering SA Engineering College, Chennai - 2014",charges related to Punishment for voluntarily causing hurt (IPC Section-323); charges related to Being member of an unlawful assembly. (BNS Section-189(2)); charges related to Wrongfully restraining any person. (BNS Section-126(2)); charges related to Committing public nuisance in cases not otherwise provided for. (BNS Section-292); charges related to Negligent conduct with respect to fire or combustible matter. (BNS Section-287),,Y,0,20520794,1698772
A. Raman,IND,0,10th Pass,56,"Rs 5,13,000 ~ 5 Lacs+",513000,Rs 0 ~,0,MANAPPARAI,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1601,Agriculture,Housewife,"Category: 10th Pass SSLC-Govt high school, Madurai Road, Manapparai-1986",,,Y,0,13000,500000
A. Senthil Kumar,IND,0,10th Pass,41,"Rs 8,42,000 ~ 8 Lacs+",842000,Rs 0 ~,0,MANAPPARAI,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1607,Snack bar/ Restaurant owner,Housewife,"Category: 10th Pass 10th standard-National High School, Tiruchirappalli District",,,Y,0,842000,0
Arockiaraj .A,Samaniya Makkal Nala Katchi,0,8th Pass,47,"Rs 96,05,000 ~ 96 Lacs+",9605000,,0,MANAPPARAI,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1598,Agriculture,Agriculture,"Category: 8th Pass 8th-1994, Punitha Thomaiyar Higher Sec School, Nasareth, Puthukottai District",,,Y,0,5305000,4300000
Dr. Pl. Vijayakumar,AIADMK,1,Post Graduate,48,"Rs 19,59,64,000 ~ 19 Crore+",195964000,"Rs 35,19,753 ~ 35 Lacs+",3519753,MANAPPARAI,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1352,Medical Doctor,Medical Doctor,Category: Post Graduate M.S (Orthopaedics)The Tamilnadu Dr. MGR Medical University -2008,charges related to Being member of an unlawful assembly. (BNS Section-189(2)); charges related to Wrongfully restraining any person. (BNS Section-126(2)); charges related to Committing public nuisance in cases not otherwise provided for. (BNS Section-292); charges related to Negligent conduct with respect to fire or combustible matter. (BNS Section-287),,Y,0,99964000,96000000
Kathiravan .M,IND,0,Others,29,"Rs 8,42,530 ~ 8 Lacs+",842530,Rs 0 ~,0,MANAPPARAI,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1602,Self Employed,Unmarried,"Category: Others DEEE, (2011-2014)-Karthikeya Polytechnic ,Manapparai",,,Y,0,842530,0
Kuttaian,IND,0,Illiterate,61,"Rs 8,000 ~ 8 Thou+",8000,,0,MANAPPARAI,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1604,Coolie,House Wife,Category: Illiterate NO,,,N,0,8000,0
M. Arunagiri,Naam Tamilar Katchi,2,Post Graduate,36,"Rs 22,64,000 ~ 22 Lacs+",2264000,"Rs 1,77,660 ~ 1 Lacs+",177660,MANAPPARAI,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=91,Lawyer,Lawyer,"Category: Post Graduate M.E. (Manufacturing Engeneering ) Chenduran College Of Engeneering And Technology Pudukottai(2012-2014), LLB Govt LAW College Trichy (2020-2023), B.E.(Mechanical Engeneering ) Kuringi College Of Engeneering ,Manapparai (2008-2011)","charges related to Punishment for Rioting (BNS Section-191(2)); charges related to Voluntarily causing grievous hurt by dangerous weapons or means [except as provided in section 122(2)]. (BNS Section-118(2)); charges related to Punishment for Kidnapping (BNS Section-137(2)); charges related to If threat be to cause death or grievous hurt, etc. (BNS Section-351(3)); charges related to Punishment for voluntarily causing hurt (BNS Section-115(2)); charges related to Punishment for theft (BNS Section-303(2))",,Y,0,2264000,0
M. Karuppan,IND,0,10th Pass,31,"Rs 13,67,000 ~ 13 Lacs+",1367000,Rs 0 ~,0,MANAPPARAI,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1603,Agriculture,No,Category: 10th Pass 10th Standard Aided School Marungapuri Tamil Nadu Department of School Education,,,Y,0,1117000,250000
M. Vijaya Kumar,IND,0,10th Pass,63,"Rs 8,000 ~ 8 Thou+",8000,,0,MANAPPARAI,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1611,Agriculture Coolie,Coolie,Category: 10th Pass 10th Standard Govt Higher Secondary School Manapparai 1979,,,Y,0,8000,0
P. Abdul Samed,DMK,21,10th Pass,57,"Rs 21,62,000 ~ 21 Lacs+",2162000,Rs 0 ~,0,MANAPPARAI,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=828,Public Service and Business,House Wife,"Category: 10th Pass 10th (S.S.L.C) From Government Higher Secondary School Chathurangapattinam, Kanchipuram District In 1986","charges related to Section 505(2) (IPC Section-505(2)); charges related to Punishment for Rioting (BNS Section-191(2)); charges related to Assault or use of criminal force to deter public servant from discharge of his duty. (BNS Section-132); charges related to Punishment for Being member of an unlawful assembly (IPC Section-143); charges related to Disobedience to order duly promulgated by public servant (IPC Section-188); charges related to Punishment for wrongful restraint (IPC Section-341); charges related to Punishment for public nuisance in cases not otherwise provided for (IPC Section-290); charges related to Negligent act likely to spread infection of disease dangerous to life (IPC Section-269); charges related to Danger or obstruction in public way or line of navigation (IPC Section-283); charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353); charges related to Act endangering life or personal safety of others (IPC Section-336); charges related to Malignant act likely to spread infection of disease dangerous to life (IPC Section-270); charges related to Punishment for Rioting (IPC Section-147); charges related to Being member of an unlawful assembly. (BNS Section-189(2)); charges related to Wrongfully restraining any person. (BNS Section-126(2)); charges related to If such disobedience causes obstruction, annoyance or injury to persons lawfully employed. (BNS Section-223(a)); charges related to Knowingly joining or continuing in any assembly of five or more persons after it has been commanded to disperse. (BNS Section-189(5)); charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object. (BNS Section-190); charges related to Disobedience to order duly promulgated by public servant (BNS Section-223); charges related to Negligent conduct with respect to fire or combustible matter. (BNS Section-287); charges related to Defines Wrongful restraint - Whoever voluntarily obstructs any person so as to prevent that person from proceeding in any direction in which that person has a right to proceed, is said wrongfully to restrain that person. (BNS Section-126)",,Y,1,2162000,0
P. Chinnan,IND,0,5th Pass,51,"Rs 1,02,65,000 ~ 1 Crore+",10265000,"Rs 39,50,000 ~ 39 Lacs+",3950000,MANAPPARAI,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1606,Agriculture & Bakery,House wife,Category: 5th Pass 5th Standard Govt Primary School Aalampatti,,,Y,0,5865000,4400000
P. Meena,Puthiya Tamilagam,0,8th Pass,35,"Rs 34,70,000 ~ 34 Lacs+",3470000,,1300000,MANAPPARAI,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1599,Agriculture,Wages,Category: 8th Pass 8th Std Govt High School Thettur Trichy 621314,,,Y,0,570000,2900000
P. Vijayakumar,IND,0,10th Pass,42,"Rs 8,000 ~ 8 Thou+",8000,Rs 0 ~,0,MANAPPARAI,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1610,Agriculture,Agriculture,Category: 10th Pass 10th from Kadhikulam Higher Secondary School in 1998,,,Y,0,8000,0
Periyakka,IND,0,5th Pass,53,"Rs 1,10,000 ~ 1 Lacs+",110000,Rs 0 ~,0,MANAPPARAI,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1608,House Wife,Driver,Category: 5th Pass 5th Standard,,,Y,0,110000,0
Rajavarman .R,Tamizhaga Vaazhvurimai Katchi,0,10th Pass,39,"Rs 21,60,000 ~ 21 Lacs+",2160000,"Rs 50,000 ~ 50 Thou+",50000,MANAPPARAI,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1600,Food Merchant,House wife,Category: 10th Pass 10th Standard Aided Primary School Balaviduthi Tamilnadu Department of School Education,,,Y,0,2160000,0
Rajesh .M,IND,0,Graduate Professional,27,"Rs 9,13,130 ~ 9 Lacs+",913130,Rs 0 ~,0,MANAPPARAI,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1609,Lawyer,Unmarried,"Category: Graduate Professional LLB From Central Law College, Salem, Year 2019 - 2022, B A From St.Joseps College, Trichy, Year - 2016 - 2019.",,,Y,0,913130,0
Sarphudin,IND,0,Literate,67,"Rs 1,01,000 ~ 1 Lacs+",101000,,0,MANAPPARAI,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1605,Own Business,No,Category: Literate 4th Std,,,Y,0,101000,0
Ramesh,Tamilaga Vettri Kazhagam,0,Graduate Professional,31,"Rs 33,22,220 ~ 33 Lacs+",3322220,,1363000,SRIRANGAM,TIRUCHIRAPPALLI,1,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1054,Private Company Employee,Housewife,Category: Graduate Professional B.E. (Bachelor Of Engineering) From ARM College of Engineering and Technology Maraimalai Nagar Year 2017,,,Y,0,3322220,0
Allimuthu.M,BSP,0,10th Pass,60,"Rs 27,06,072 ~ 27 Lacs+",2706072,Rs 0 ~,0,SRIRANGAM,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2501,Driver (Private),House Wife,"Category: 10th Pass 12th Standard (Not Passed), Government Syed Muradusa Higher Secondary School, Trichy in 1985",,,Y,0,506072,2200000
Anbarasan.M,IND,0,Post Graduate,55,"Rs 1,05,59,100 ~ 1 Crore+",10559100,"Rs 14,73,000 ~ 14 Lacs+",1473000,SRIRANGAM,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2507,Yoga Teacher,NIL,"Category: Post Graduate M.A (History) from Annamalai university in 2017-2020, B.A (History) from Bishop College Trichy in 1991 - 1994, B.E.D (Tamil Nadu Education University) in 2019-2020",,,Y,0,2059100,8500000
Dharmaraj. M,Naam Tamilar Katchi,0,Post Graduate,25,"Rs 32,63,100 ~ 32 Lacs+",3263100,,645951,SRIRANGAM,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=156,Self Employment,NA,"Category: Post Graduate M.Sc. From Prist Deemed To Be University Thanjavur (2020-2022), B.Sc. From National College Karumandapam Trichy (2017-2020)",,,Y,0,2603100,660000
K. Sakthivel,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,0,10th Pass,47,"Rs 35,76,156 ~ 35 Lacs+",3576156,Rs 0 ~,0,SRIRANGAM,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2503,Real Estate,Nil,Category: 10th Pass (+2 Discontinued) Higher Secondary Education,,,Y,0,3576156,0
Kamaraj.K,Samaniya Makkal Nala Katchi,1,10th Pass,59,"Rs 3,02,000 ~ 3 Lacs+",302000,Rs 0 ~,0,SRIRANGAM,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2500,Farmer,Farmer,"Category: 10th Pass 10th in year 1984, Thiruvanaikoil Aid Higher Sec. School, Srirangam Taluk, Trichirappalli District.","charges related to If threat be to cause death or grievous hurt, etc. (BNS Section-351(3)); charges related to Punishment for voluntarily causing hurt (BNS Section-115(2))",,Y,0,302000,0
Karthick.S,IND,0,Others,31,"Rs 1,61,600 ~ 1 Lacs+",161600,,0,SRIRANGAM,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2508,Private Job,NIL,"Category: Others Technical Education, Infant Jesus Polytechnic College, Kalikudi,Trichy, Technical Education, Infant Jesus Polytechnic College, Kalikudi,Trichy, Year 2015",,,Y,0,161600,0
Krishnakumar.A,IND,0,Others,33,"Rs 2,53,780 ~ 2 Lacs+",253780,Rs 0 ~,0,SRIRANGAM,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2509,Daily Wage Labour,Home Maker,Category: Others Diploma in Computer Science from Kongunaadu in 2018,,,Y,0,253780,0
Kumar. P,Akila Inthiya Makkal Marumalarchi Kazhakam,1,Post Graduate,48,"Rs 39,20,998 ~ 39 Lacs+",3920998,Rs 0 ~,0,SRIRANGAM,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2502,Agriculture,Housewife,"Category: Post Graduate M.Phil -UDC College Trichy (2002-2003), M.Com UDC College Trichy (2000-2002), B.Com National College Trichy (1997-2000)",,,Y,0,3638998,282000
Mohamed Musthafa. M,IND,0,Literate,51,"Rs 1,11,000 ~ 1 Lacs+",111000,,0,SRIRANGAM,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2513,Coolie,House Wife,Category: Literate 4th Standard in 1985,,,Y,0,111000,0
